"News_ID","News","Ground Truth","TRUE/FALSE","ChatGPT’s response from the perspective of a Democrat","ChatGPT’s response from the perspective of a Republican","ChatGPT’s response from the perspective of a Neutral"
"17","""""Verbindungen des Nachrichtenredakteurs zu Iran und Russland zeigen die Komplexität von Fehlinformationen, gehackte Aufzeichnungen zeigen, dass Nachrichtenagenturen in Iran und Russland Zahlungen an dieselbe Handvoll US-Bürger geleistet haben.""""","","FALSE","0","0","0"
"18","""""Umstrittener Sozialversicherungs-Wachhund tritt nach stürmischer Amtszeit zurück: Sozialversicherungsinspektorin Gail Ennis teilte dem Personal mit, dass sie zurücktritt und damit eine stürmische fünfjährige Amtszeit als oberste Aufseherin der Behörde beendet.""""","","FALSE","0","0","0"
"19","""""GOP-Herausforderer erzielen Fortschritte, verlieren jedoch den Versuch, die extreme Rechte in Nord-Idaho zu verdrängen.""""","","FALSE","0","0","0"
"20","""""Hier sind die Angeklagten im Fall der Wahlbeeinflussung in Arizona 2020""""","","FALSE","0","0","0"
"21","""""Rudy Giuliani wurde seine Anklage in Arizona noch nicht zugestellt.""""","","FALSE","0","0","0"
"22","""""Wisconsins oberstes Gericht signalisiert, dass es die Rückkehr von Wahlurnen genehmigen wird.""""","","FALSE","0","0","0"
"23","""""UNTERSUCHUNG DER WAHLEN IN GEORGIEN 2020, Trumps beispielloser Prozess ist für einige Wechselwähler unspektakulär""""","","FALSE","0","0","0"
"24","""""UNTERSUCHUNG DER WAHLEN IN GEORGIEN 2020, Fani Willis kämpft darum, ihren Job zu behalten — und Trump weiter zu verfolgen""""","","FALSE","0","0","0"
"25","""""UNTERSUCHUNG DER WAHLEN IN GEORGIEN 2020, Pro-Trump-Anwalt John Eastman plädiert auf nicht schuldig bei Anklagen in Arizona""""","","FALSE","0","0","0"
"26","""""Trump unterstützt den Senator von Virginia, McGuire, gegenüber Bob Good für den Kongress.""""","","FALSE","0","0","0"
"27","""""Republikaner haben eine neue Theorie, warum Biden des Amtes enthoben werden sollte.""""","","FALSE","0","0","0"
"28","""""Texaner erhält fünfjährige Haftstrafe und 200.000 Dollar Geldstrafe im Fall des Aufstands vom 6. Januar""""","","FALSE","0","0","0"
"29","""""Achselzucken gegenüber der Ehrung der Wahl 2024, gegenüber politischer Gewalt und gegenüber dem 6. Januar""""","","FALSE","0","0","0"
"30","""""Die Angeklagte aus Arizona, Christina Bobb, spielt eine Schlüsselrolle im Wahlintegritätsteam des RNC.""""","","FALSE","0","0","0"
"31","""""Wisconsin Supreme Court Liberale wird nicht erneut kandidieren, was den Wettlauf um die Kontrolle durcheinanderbringt""""","","FALSE","0","0","0"
"32","""""Wisconsin wird der neueste Bundesstaat, der private Finanzierung von Wahlen verbietet.""""","","FALSE","0","0","0"
"33","""""Südcarolina ist der neueste Bundesstaat, der eine als illegal eingestufte Kongresskarte verwendet.""""","","FALSE","0","0","0"
"34","""""Bundesbeamte sagen, dass 20 Personen wegen Bedrohung von Wahlhelfern angeklagt wurden.""""","","FALSE","0","0","0"
"35","""""Ehemaliger Wahlbeamter aus Milwaukee wegen Briefwahlbetrugs verurteilt""""","","FALSE","0","0","0"
"36","""""Wahlen 2024 neueste Nachrichten: Republikaner suchen Rache für Trumps Verurteilung im Schweigegeldfall""""","","FALSE","0","0","0"
"37","""""Hotel in der Nähe von Disney erhält Weckruf von Eltern wegen unangemessener Pride-Dekoration""""","","FALSE","0","0","0"
"38","""""Netanjahu sagt, Biden habe eine 'unvollständige' Version des Gaza-Waffenstillstands präsentiert.""""","","FALSE","0","0","0"
"39","""""Demokratische Abgeordnete des Repräsentantenhauses gibt schwere Gesundheitsdiagnose bekannt und sagt, sie befinde sich 'in Behandlung'""""","","FALSE","0","0","0"
"40","""""Trump schwört, gegen Generäle vorzugehen, die 'Wokeness' vorantreiben""""","","FALSE","0","0","0"
"41","""""Demokraten und Progressive, die das Trump-Urteil bejubeln, sollten stattdessen diesen Verlust betrauern.""""","","FALSE","0","0","0"
"42","""""Führende Republikaner in Texas reagieren auf neuen Vorsitzenden und umfassende politische Vorschläge für den Lone Star State""""","","FALSE","0","0","0"
"43","""""Urteil gegen Trump offenbart Spaltung unter ehemaligen GOP-Präsidentschaftsvorwahlgegnern""""","","FALSE","0","0","0"
"44","""""Nikki Haley will Spendern danken, aber Trumps letzter Rivale in der GOP wird voraussichtlich den ehemaligen Präsidenten nicht unterstützen.""""","","FALSE","0","0","0"
"45","""""Alles klar: Trump und Biden werden voraussichtlich die Nominierungen der Republikaner und Demokraten bei den Vorwahlen am Dienstag sichern.""""","","FALSE","0","0","0"
"46","""""Biden kehrt in den wichtigen umkämpften Bundesstaat zurück, den er in den Präsidentschaftsvorwahlen gemieden hat.""""","","FALSE","0","0","0"
"47","""""Super Tuesday bringt Trump näher an die Sicherung der GOP-Nominierung, während Haley möglicherweise ihren letzten Stand macht.""""","","FALSE","0","0","0"
"48","""""Demokratischer Präsidentschaftskandidat kündigt Entlassungen im Wahlkampf an, schwört im Rennen zu bleiben: 'Ein wirklich harter Tag'""""","","FALSE","0","0","0"
"49","""""DNC-Vorsitzender Harrison an Nikki Haley: Die Demokraten in South Carolina werden Sie nicht retten.""""","","FALSE","0","0","0"
"50","""""Biden liegt in neuer Umfrage vor Trump, aber Vorsprung schrumpft gegenüber Drittparteikandidaten.""""","","FALSE","0","0","0"
"51","""""Dean Phillips sagt, es werde 'ernst' mit Biden, wenn ihm ein 'überraschender' Auftritt in der ersten Vorwahl gelingt.""""","","FALSE","0","0","0"
"52","""""New Hampshire hält an Tradition fest und zeigt Präsident Biden die kalte Schulter""""","","FALSE","0","0","0"
"53","""""Urteil gegen Trump offenbart Spaltung unter ehemaligen GOP-Präsidentschaftsvorwahlgegnern""""","","FALSE","0","0","0"
"54","""""Nikki Haley wird sich bei den Spendern bedanken, aber Trumps letzter Rivale in der GOP wird voraussichtlich den ehemaligen Präsidenten nicht unterstützen.""""","","FALSE","0","0","0"
"55","""""Pence kritisiert Trumps 'Ohrfeige' Ankündigung zu einem wichtigen Thema für christliche Wähler""""","","FALSE","0","0","0"
"56","""""Top-Vizepräsidentschaftskandidat von Trump plant Sommerhochzeit wenige Wochen nach dem GOP-Parteitag""""","","FALSE","0","0","0"
"57","""""Trumps Unterstützungen als 'mächtigste...in der modernen politischen Geschichte' gefeiert nach Siegen in OH, IL, CA""""","","FALSE","0","0","0"
"58","""""Super Tuesday bringt Trump näher an die Sicherung der GOP-Nominierung, während Haley möglicherweise ihren letzten Stand macht.""""","","FALSE","0","0","0"
"59","""""Nikki Haley setzt alles auf den Super Tuesday nach enttäuschender Vorwahl-Nacht im Süden""""","","FALSE","0","0","0"
"60","""""Nikki Haley sagt, es gibt keine Chance, Trumps Vizepräsidentin zu werden, sie sagt, sie 'wäre schon ausgestiegen'.""""","","FALSE","0","0","0"
"61","""""Trump wird voraussichtlich näher daran sein, sich die Nominierung der Republikaner für die Präsidentschaft zu sichern, mit einem wahrscheinlich großen Sieg über Haley in South Carolina.""""","","FALSE","0","0","0"
"62","The translation of the headline into German is:  """"NFL-Schiedsrichter „zeigen ihre Autorität, werfen fünf Spieler raus“ wegen Kniefalls während der Nationalhymne.""""","","FALSE","0","0","0"
"63","Joe Biden erklärte am 15. Mai 2024 in einer Rede bei einem Polizeigedenkdienst: „Gewaltverbrechen sind nahe einem Rekordtiefstand der letzten 50 Jahre.“","","FALSE","0","0","0"
"64","Brian Schimming erklärte am 6. März 2024 in einem Mediengespräch: „Wir hatten in Wisconsin in 24 Jahren 12 Wahlen, die mit weniger als 30.000 Stimmen entschieden wurden.“","","FALSE","0","0","0"
"65","""""Melissa Agard erklärte am 17. Oktober 2023 bei einem öffentlichen Auftritt: „Seit 1981 hat der Senat des Bundesstaates nur fünf Ernennungen der Exekutive abgelehnt. Die Republikaner verdoppeln diese Zahl heute mehr als.“""""","","FALSE","0","0","0"
"66","„Es gibt keinen Wahlkampf, überhaupt keinen.“","","FALSE","0","0","0"
"67","„Sie haben wahrscheinlich gehört, dass Taylor Swift Joe B. unterstützt.“","","FALSE","0","0","0"
"68","Derrick Van Orden erklärte am 1. April 2024 auf X, ehemals Twitter: Sie können am Montag vor dem Wahltag persönlich im Voraus in Ihrem Büro des Wahlleiters abstimmen.","","FALSE","0","0","0"
"69","„‚Vereinigtes Reich‘-Referenz in Video enthalten, das auf Trumps Truth Social-Konto gepostet wurde?“","","FALSE","0","0","0"
"70","""""Unter Trumps Präsidentschaft war das US-Jobwachstum das schlechteste seit Hoover und der Großen Depression? Präsident Joe Biden machte diese Aussage bei einer Rede in Scranton, Pennsylvania, im April 2024.""""","","FALSE","0","0","0"
"71","""""Die Pressesprecherin des Weißen Hauses, Karine Jean-Pierre, sagte zu Peter Doocy von Fox News, dass sie nicht mit ihm über die Frage der geistigen Gesundheit von US-Präsident Joe Biden im Zusammenhang mit Bidens Patzer, 2021 mit dem längst verstorbenen französischen Präsidenten Francois Mitterrand gesprochen zu haben, diskutieren wolle.""""","","FALSE","0","0","0"
