"News_ID","News","Ground Truth","TRUE/FALSE","ChatGPT’s response from the perspective of a Democrat","ChatGPT’s response from the perspective of a Republican","ChatGPT’s response from the perspective of a Neutral"
"15","""""المراقب العام للضمان الاجتماعي الذي يواجه صعوبات يعتزم الاستقالة بعد فترة مضطربة، حيث أبلغت المفتشة العامة للضمان الاجتماعي، جيل إنيس، الموظفين بأنها ستستقيل، منهية فترة مضطربة استمرت خمس سنوات كرئيسة للمراقبين في الوكالة.""""","","FALSE","0","0","0"
"16","""""المتحدون الجمهوريون يحققون مكاسب لكنهم يخسرون محاولة الإطاحة باليمين المتطرف في شمال أيداهو""""","","FALSE","0","0","0"
"17","""""رودي جولياني لم يتم تسليمه لائحة الاتهام في أريزونا بعد""""","","FALSE","0","0","0"
"18","""""المحكمة العليا في ويسكونسن تشير إلى أنها ستعيد صناديق الاقتراع""""","","FALSE","0","0","0"
"19","""""كاري ليك لن تدافع عن تصريحاتها بشأن مسؤول الانتخابات في أريزونا""""","","FALSE","0","0","0"
"20","المؤرخ الرئاسي يحذر من أن فترة رئاسية ثانية لترامب ستؤدي إلى """"ديكتاتورية وفوضى""""","","FALSE","0","0","0"
"21","نتنياهو يقول إن بايدن قدم نسخة """"غير مكتملة"""" من وقف إطلاق النار في غزة","","FALSE","0","0","0"
"22","""""نائبة ديمقراطية تعلن عن تشخيص صحي خطير وتقول إنها 'تخضع للعلاج'""""","","FALSE","0","0","0"
"23","""""ترامب يتعهد باتخاذ إجراءات ضد الجنرالات الذين يدفعون بـ'اليقظة'""""","","FALSE","0","0","0"
"24","رئيس اللجنة الوطنية الديمقراطية هاريسون يوجه رسالة إلى نيكي هايلي: الديمقراطيون في ساوث كارولينا """"لن ينقذوك"""".","","FALSE","0","0","0"
"25","""""بايدن يتفوق على ترامب في استطلاع جديد، لكن تقدمه يتقلص أمام مرشحي الأحزاب الثالثة""""","","FALSE","0","0","0"
"26","""""الثلاثاء الكبير يدفع ترامب نحو الاقتراب من الفوز بترشيح الحزب الجمهوري بينما تقوم هايلي بمحاولة أخيرة محتملة""""","","FALSE","0","0","0"
"27","""""من المتوقع أن يقترب ترامب من تأمين ترشيح الحزب الجمهوري للرئاسة بفوز كبير محتمل على هايلي في ساوث كارولينا""""","","FALSE","0","0","0"
"28","جيسي واترز صرح في 28 مايو 2024 في فقرة من برنامج """"جيسي واترز برايم تايم"""" على قناة فوكس نيوز: القاضي خوان ميرشان """"يرفض كل اعتراض من الدفاع ويقبل كل اعتراض من الادعاء"""" خلال محاكمة الرئيس السابق دونالد ترامب في نيويورك.","","FALSE","0","0","0"
"29","""""الممثلة كانديس كينغ تدين مذبحة رفح وقطع رؤوس الأطفال.""""","","FALSE","0","0","0"
"30","صرح جو بايدن في 15 مايو 2024 في خطاب ألقاه في حفل تأبين للشرطة: """"الجريمة العنيفة تقترب من أدنى مستوى لها منذ 50 عامًا.""""","","FALSE","0","0","0"
"31","أليكس جونز صرح في منشور على منصة X بتاريخ 20 مايو 2024: """"تمت إزالة جميع بيانات الطقس الساتلية ليوم تحطم طائرة الرئيس الإيراني.""""","","FALSE","0","0","0"
"32","صرح براين شيمينغ في مكالمة إعلامية بتاريخ 6 مارس 2024: """"لقد أجرينا 12 انتخابات في ولاية ويسكونسن خلال 24 عامًا تم حسمها بأقل من 30,000 صوت.""""","","FALSE","0","0","0"
"33","صرحت ميليسا أجارد في 17 أكتوبر 2023 في ظهور علني: """"منذ عام 1981، رفض مجلس شيوخ الولاية خمسة تعيينات تنفيذية فقط. اليوم، الحزب الجمهوري يضاعف هذا العدد بأكثر من الضعف.""""","","FALSE","0","0","0"
"34","""""صرح دونالد ترامب في 16 أبريل 2024 في بيان لوسائل الإعلام في مدينة نيويورك: """"هذه المحاكمة التي أواجهها الآن، هي محاكمة بايدن.""""""""","","FALSE","0","0","0"
"35","""""صرح روبرت ف. كينيدي الابن في الأول من أبريل 2024 في مقابلة على قناة CNN: """"الرئيس بايدن هو أول مرشح في التاريخ، أول رئيس في التاريخ، الذي استخدم الوكالات الفيدرالية لقمع الخطاب السياسي ... لقمع خصمه.""""""""","","FALSE","0","0","0"
"36","صرح ديريك فان أوردن في الأول من أبريل 2024 على X، المعروف سابقًا بتويتر: يمكنك التصويت غيابيًا شخصيًا في مكتب كاتبك يوم الاثنين قبل يوم الانتخابات.","","FALSE","0","0","0"
"37","""""هل ارتدى توم هانكس قميصًا يحمل شعار 'صوّت لجو، وليس للمجنون'؟ الصورة انتشرت بشكل واسع في مايو 2024.""""","","FALSE","0","0","0"
"38","""""هل توقف ترامب عن الكلام لمدة 35 ثانية خلال خطابه في مؤتمر الجمعية الوطنية للبنادق؟""""","","FALSE","0","0","0"
"39","""""تضمن مشروع قانون الإنفاق البالغ 1.2 تريليون دولار، الذي وقعه بايدن ليصبح قانونًا في 23 مارس 2024، بندًا يحظر فعليًا رفع أعلام الفخر فوق السفارات الأمريكية.""""","","FALSE","0","0","0"
"40","أعلن البيت الأبيض أن خطاب حالة الاتحاد للرئيس الأمريكي جو بايدن لعام 2024 سيتضمن فترتي استراحة.","","FALSE","0","0","0"
"41","فيديو تم تداوله في أوائل عام 2024 يظهر الرئيس الأمريكي جو بايدن وهو """"يعض"""" بشكل مرح على كتف طفلة تبدو في سن الحضانة.","","FALSE","0","0","0"
"42","فيديو تم مشاركته في 10 ديسمبر 2023 يظهر حشدًا يهتف """"تبًا لجو بايدن"""" خلال مباراة كرة القدم بين الجيش والبحرية.","","FALSE","0","0","0"
