News_ID,News
71,"""الزعيم الجمهوري يقوم بدفعة جديدة لدعم أوكرانيا، والمتحدث مايك جونسون لديه خطة لتغطية التكاليف - لكنه يحاول أيضًا الحفاظ على سلطته."""
72,"ترامب ينشر فيديو لشاحنة تعرض بايدن مقيدًا، وحملة بايدن تدين الفيديو متهمة دونالد ترامب بـ""التحريض المستمر على العنف السياسي""."
73,"""ترامب يزور جنازة ضابط الشرطة الذي قُتل أثناء أداء واجبه، الرئيس السابق حضر الجنازة في ظل تصاعد الجدل حول السلامة العامة والجريمة في بعض المدن الكبرى."""
74,تراجعت شبكة NBC News عن توظيف جمهورية بارزة، حيث قضت رونّا مكدانيل أربعة أيام فقط كمحللة سياسية جديدة للشبكة الأمريكية بعد مواجهة رد فعل عنيف.
75,"""وزارة العدل لن تسلم تسجيل مقابلة بايدن مع المستشار الخاص هور، مما يعرضها لخطر ازدراء الكونغرس"""
76,موقف ترامب من الإجهاض يثير ردود فعل من أحد أكبر مؤيديه
77,بنس ينتقد إعلان ترامب الذي وصفه بأنه 'صفعة على الوجه' بشأن قضية رئيسية للناخبين المسيحيين، حيث ادعى بنس، المدافع عن القيم الاجتماعية المحافظة، أن إعلان ترامب بشأن الإجهاض كان 'تراجعًا عن حق الحياة'.
78,"""أصبحت ولاية ويسكونسن الولاية الثامنة والعشرين التي تمرر حظرًا على 'زوكربكس' قبل انتخابات 2024، ويسكونسن الآن هي الولاية الثامنة والعشرون التي تحظر فعليًا 'زوكربكس'"""
79,"""الاتحاد الأمريكي للحريات المدنية يهدد بمقاضاة جورجيا بسبب مشروع قانون الانتخابات الذي يصفه المحافظون بأنه إصلاح 'منطقي'، مشروع قانون الانتخابات في جورجيا قد يعزز المرشحين المستقلين مثل RFK Jr ويسهل عمليات تدقيق قوائم الناخبين"""
80,"""أبرز مرشح لمنصب نائب الرئيس لدى ترامب يخطط لحفل زفاف صيفي بعد أسابيع من مؤتمر الحزب الجمهوري، حيث من المقرر أن يقام حفل زفاف سكوت وخطيبته ميندي نوسي بعد فترة وجيزة من المؤتمر الوطني للحزب الجمهوري"""
81,"""مجموعة 'نو ليبلز' تتواصل مع مرشح رئاسي سابق من الحزب الجمهوري بشأن تذكرتهم المحتملة للحزب الثالث، ويقول كريستي في مقابلة بودكاست: 'لن أستبعد أي شيء في هذه المرحلة' فيما يتعلق بإمكانية الترشح للرئاسة عن طريق حزب ثالث"""
82,"""ترامب يكتسح الانتخابات التمهيدية للحزب الجمهوري في 19 مارس، ومواجهة بايدن-ترامب في نوفمبر هي أول إعادة انتخاب رئاسية منذ عام 1956"""
83,"""الإشادات بتأييدات ترامب تُعتبر 'الأقوى في التاريخ السياسي الحديث' بعد الانتصارات في أوهايو، إلينوي، وكاليفورنيا. الرئيس السابق ترامب يساعد في تعزيز فوز بيرني مورينو في الانتخابات التمهيدية للحزب الجمهوري في أوهايو، التي شهدت مواجهة بين الجمهوريين المؤيدين لترامب والمحافظين التقليديين."""
84,"ترامب يقول إن الأمريكيين اليهود الذين يصوتون لبايدن لا يحبون إسرائيل و""يجب التحدث إليهم"""
85,إليزابيث وارن تشير إلى أن أفعال إسرائيل في غزة يمكن أن تُعتبر إبادة جماعية من قبل المحاكم الدولية
86,"""وزارة العدل الأمريكية تقول إن مكتب التحقيقات الفيدرالي يعتقل رجلاً يُزعم أنه بايع داعش وخطط لهجمات على كنائس في أيداهو"""
87,المستشار الخاص جاك سميث يحث المحكمة العليا على رفض ادعاء ترامب بالحصانة
88,"""وزير الخارجية البريطاني ديفيد كاميرون يلتقي بترامب قبل زيارته لواشنطن العاصمة، الثلاثاء 9 أبريل 2024"""
89,القاضي يرفض طلب ترامب بتأجيل المحاكمة والنظر في تغيير مكان القضية المتعلقة بأموال الصمت.
90,"""بايرون دونالدز، المرشح المحتمل لمنصب نائب الرئيس، هاجم ترامب في السابق وأشاد بالاستعانة بمصادر خارجية وخصخصة الاستحقاقات"""
91,"""مرشح الحزب الجمهوري لإدارة المدارس العامة في كارولاينا الشمالية دعا إلى العنف ضد الديمقراطيين، بما في ذلك إعدام أوباما وبايدن"""
92,"جو بايدن وعد بـ ""استيعاب"" مليوني طالب لجوء ""في لمح البصر"" في عام 2019 - وهو الآن يواجه أزمة هجرة."
93,"""المرشح الأوفر حظاً لرئاسة اللجنة الوطنية الجمهورية كرر أكاذيب ترامب بشأن انتخابات 2020"""
94,"""مرشح مجلس الشيوخ الجمهوري في أوهايو الذي أيده ترامب حذف تغريدات تنتقد الرئيس السابق"""
95,"""ترامب يدافع عن مؤثر سابق مدان بالتدخل في الانتخابات وله ماضٍ عنصري ومعادٍ للسامية"""
96,إعلان حملة بايدن يلوم ترامب على اقتراب وفاة امرأة حُرمت من الإجهاض، الإعلان يجسد استراتيجية حملة الرئيس للاستفادة من الغضب بشأن قرار المحكمة العليا في عام 2022 بإلغاء قضية رو ضد ويد.
97,بايدن وديمقراطيون آخرون يربطون ترامب بالقيود على حقوق الإجهاض، الرئيس السابق قال إنه يدعم ترك قرارات الإجهاض للولايات، لكن الخصوم السياسيين يقولون إنه يتحمل المسؤولية عن أي قيود تم فرضها.
98,حلفاء ترامب لديهم خطة لإضعاف فرص بايدن: تعزيز المرشحين الخارجيين. يقول المؤيدون إن زيادة عدد المرشحين في السباق تصب في مصلحة دونالد ج. ترامب. وفي انتخابات رئاسية متقاربة، يمكن لنسبة صغيرة من الناخبين تغيير النتيجة.
99,"""بايدن يروج للإنفاق المقترح على 'اقتصاد الرعاية'، الرئيس بايدن يعلن عن خطة جديدة لتخفيف قروض الطلاب الفيدرالية خلال زيارة إلى ماديسون، ويسكونسن، يوم الاثنين. (كيفن لامارك/رويترز)"""
100,"""بايدن وترامب يشتركان في الإيمان بالتعريفات الجمركية على الواردات، رغم مخاطر التضخم، تركز خطط التجارة لكلا المرشحين على التعريفات الجمركية على السلع الصينية المستوردة حتى مع تحذير الاقتصاديين من أنها قد تؤدي إلى ارتفاع الأسعار."""
101,"""بايدن، كرئيس وبطريرك، يواجه محاكمة ابنه، تبدأ محاكمة هانتر بايدن يوم الاثنين بتهم الكذب في استمارة رسمية عندما اشترى سلاحًا في عام 2018."""
102,إليك ما يجب معرفته عن محاكمة هانتر بايدن التي تبدأ يوم الاثنين، حيث يُتهم هانتر، نجل الرئيس بايدن، في محكمة فدرالية في ديلاوير بتقديم بيانات كاذبة أثناء شراء سلاح وحيازة هذا السلاح بشكل غير قانوني.
103,"""ترامب يدعي زوراً أنه لم يطالب أبداً بسجن هيلاري كلينتون، و""اسجنوها"" ربما يكون أحد أكثر الهتافات شعبية بين مؤيدي ترامب، وقد وافق عليه أو دعا صراحة لسجنها في عدة مناسبات."""
104,٤ نقاط رئيسية من تداعيات حكم إدانة ترامب: البلاد دخلت مرحلة مضطربة. الأمور تزداد سوءًا بالفعل، ولا يبدو أن ذلك سيتوقف.
105,"""ترامب وحلفاؤه يكثفون الإيحاءات بمحاكمة مزورة - بأدلة ضعيفة، وليس فقط الادعاء الكاذب بأن هيئة المحلفين لا تحتاج إلى الإجماع بشأن جرائمه."""
106,"في عام 2016، سخر ترامب من تقديم الامتيازات للمتبرعين. اليوم، يريد عقد ""صفقة"". الرئيس السابق سخر من ""الامتيازات"" التي كان السياسيون يقدمونها مقابل الأموال الانتخابية في ذلك الوقت، لكنه اليوم يساوم بامتيازاته الخاصة."
107,"""لماذا كانت إشارة محامي ترامب إلى السجن 'فاضحة' للغاية، حيث قام محامي ترامب تود بلانش في مرافعته الختامية بإشارة واضحة إلى هيئة المحلفين بإرسال ترامب إلى السجن. ليس فقط أن مثل هذه الأمور غير مسموح بها، بل تم إبلاغ بلانش بشكل صريح بعدم قول ذلك."""
108,"""الاحتجاجات الجامعية المؤيدة للفلسطينيين لم تكسب القلوب والعقول، وكثير من الأمريكيين يرون فيها معاداة للسامية."""
109,"""نائبة رئيس اللجنة الوطنية الجمهورية لارا ترامب تهاجم هوغان لدعوته لاحترام العملية القانونية، وفي ظهور على قناة CNN، لم تلتزم لارا ترامب بتقديم اللجنة الوطنية الجمهورية أموالاً لحملة هوغان لمجلس الشيوخ بعد تعليقه على الحكم."""
110,بعد إدانة ترامب، العديد من الجمهوريين يصطفون في انتقاد المحاكمة، بدلاً من التعبير عن الثقة في النظام القضائي، يردد العديد من الجمهوريين انتقادات ترامب وادعاءاته بالاضطهاد السياسي بسبب محاكمته المتعلقة بأموال الصمت.
111,"""علاقات محرر موقع الأخبار بإيران وروسيا تُظهر تعقيد المعلومات المضللة، وتظهر السجلات المخترقة أن وسائل الإعلام في إيران وروسيا قامت بدفع أموال لنفس العدد القليل من المقيمين في الولايات المتحدة."""
112,الديمقراطيون يوازنون بين الروابط المحلية والشهرة المناهضة لترامب في الانتخابات التمهيدية لمقعد سبانبيرجر، يواجه يوجين فيندمان، المعروف بدوره في أول محاكمة لعزل ترامب، عدة مسؤولين محليين ذوي نفوذ في الانتخابات التمهيدية للحزب الديمقراطي في الدائرة السابعة بفيرجينيا.
113,"""بالنسبة لهانتر بايدن، يوم درامي مع أرملة شقيقه أدى إلى توجيه اتهامات، قبل ست سنوات، قامت هالي بايدن برمي سلاح ناري يقول المدعون إن هانتر بايدن اشتراه بشكل غير قانوني. تبدأ محاكمته يوم الاثنين."""
114,حكم ترامب يبرئ المدعي العام في نيويورك الذي سلك طريقًا محفوفًا بالمخاطر بصمت، حيث صنع المدعي العام لمنطقة مانهاتن ألفين براج التاريخ بقضية قانونية اختار المدعون الفيدراليون عدم رفعها ضد الرئيس السابق دونالد ترامب.
115,الديمقراطيون يفكرون في ربط مرشحي الحزب الجمهوري بحكم المال السري لترامب. في عام 2018، عندما حققوا الأغلبية، تجنب الديمقراطيون في مجلس النواب فضائح ترامب الشخصية في حملاتهم. الآن، يواجهون نفس المعضلة.
116,"""بالنسبة لمايكل كوهين وستورمي دانيلز، لحظة 'تبرئة' أخيرًا، حيث شكّل المحامي السابق والممثلة السابقة في الأفلام للبالغين المحور غير المتوقع لأول قضية جنائية على الإطلاق ضد رئيس أمريكي."""
117,"""المستثمرون، القلقون من عدم قدرتهم على التفوق على المشرعين في سوق الأسهم، يقلدونهم بدلاً من ذلك. تحالف غير رسمي من المستثمرين والمحللين والمدافعين يحاول تمكين الأمريكيين من تقليد الصفقات التي يقوم بها المسؤولون المنتخبون — ولكن فقط بعد أن يكشفوا عنها."""
118,"""بعد إدانة ترامب، تتجه قضيته نحو الحكم والاستئناف، وتبقى إجراءات حاسمة في المستقبل. من غير الواضح كيف قد يؤثر حكمه على الحملة الانتخابية، ومن المتوقع أن تستمر عملية الاستئناف إلى ما بعد يوم الانتخابات."""
119,ترامب وحلفاؤه يعتقدون أن الإدانات الجنائية ستعمل لصالحه، الرئيس السابق يخطط لاستخدام قضية الأموال السرية في نيويورك لزيادة الدعم وتصوير نفسه كضحية لتهم ذات دوافع سياسية.
120,"""المراقب العام للضمان الاجتماعي الذي يواجه صعوبات يعتزم الاستقالة بعد فترة مضطربة، حيث أبلغت المفتشة العامة للضمان الاجتماعي، جيل إنيس، الموظفين بأنها ستستقيل، منهية فترة مضطربة استمرت خمس سنوات كرئيسة للمراقبين في الوكالة."""
121,"""حتى مع إدانة ترامب، هجماته تؤثر على النظام القضائي. أول محاكمة جنائية لرئيس سابق كانت استعراضًا لشهادات فاضحة عن دونالد ترامب. استخدمها لشن هجوم على نظام العدالة."""
122,"""الناخبون الذين حاولوا عكس هزيمة ترامب في عام 2020 مستعدون للخدمة مرة أخرى"""
123,"""المتحدون الجمهوريون يحققون مكاسب لكنهم يخسرون محاولة الإطاحة باليمين المتطرف في شمال أيداهو"""
124,إليك من وُجّهت إليهم تهم في قضية التدخل في انتخابات أريزونا 2020
125,"""رودي جولياني وحلفاء آخرون لترامب يعلنون براءتهم في أريزونا"""
126,المحامي المؤيد لترامب جون إيستمان يدفع ببراءته من التهم في أريزونا
127,"""رودي جولياني لم يتم تسليمه لائحة الاتهام في أريزونا بعد"""
128,"""المحكمة العليا في ويسكونسن تشير إلى أنها ستعيد صناديق الاقتراع"""
129,في السباقات الرئيسية، يحاول الجمهوريون البقاء صامتين بشأن ادعاءات ترامب الكاذبة حول انتخابات 2020.
130,تحقيق انتخابات جورجيا 2020، محاكمة ترامب غير المسبوقة لا تثير اهتمام بعض الناخبين المتأرجحين.
131,تحقيق انتخابات جورجيا 2020: كيف حاول رودي جولياني وفشل في تجنب لائحته الاتهامية الأخيرة.
132,"""تحقيق انتخابات جورجيا 2020، فاني ويليس تقوم بحملة للاحتفاظ بوظيفتها — ومواصلة مقاضاة ترامب"""
133,تحقيق في انتخابات جورجيا 2020: المحامي المؤيد لترامب جون إيستمان يدفع ببراءته من التهم في أريزونا.
134,"""تحقيق انتخابات جورجيا 2020، رودي جولياني لم يتم تسليمه لائحة الاتهام في أريزونا بعد"""
135,تحقيق في انتخابات جورجيا 2020: توجيه اتهامات لميدوز، جولياني وحلفاء آخرين لترامب في تحقيق انتخابات أريزونا 2020.
136,"تحقيق في انتخابات جورجيا 2020، موقع ""جيتواي باندت"" يتجه لتقديم طلب إفلاس وسط دعاوى قضائية تتعلق بمؤامرات الانتخابات."
137,"""ترامب يصر على أن محاكمته كانت مزورة... مثل كل شيء آخر"""
138,"""قرر صامويل أليتو أن صامويل أليتو محايد بما فيه الكفاية"""
139,حملة بايدن تتدخل في جنون وسائل الإعلام لمحاكمة ترامب مع دي نيرو خارج المحكمة
140,"""ترامب يؤيد عضو مجلس شيوخ ولاية فرجينيا ماكغواير على بوب جود للكونغرس"""
141,"""محارب قديم في البحرية الذي حمل فأسًا في شغب 6 يناير يحصل على حكم بالسجن لمدة عامين"""
142,"""الجمهوريون لديهم نظرية جديدة حول سبب وجوب عزل بايدن"""
143,"""محكمة في واشنطن العاصمة تعلق مؤقتًا رخصة المحاماة لمحامي ترامب جون إيستمان"""
144,"""هوب هيكس شهدت تقريباً كل فضيحة لترامب. الآن يجب عليها الإدلاء بشهادتها."""
145,"رجل من تكساس يحصل على حكم بالسجن لمدة خمس سنوات وغرامة قدرها 200,000 دولار في قضية شغب 6 يناير."
146,"""التجاهل لتكريم تصويت 2024، والعنف السياسي، وأحداث 6 يناير"""
147,"""التصويت من قبل غير المواطنين نادر للغاية. ومع ذلك، يركز الجمهوريون عليه."""
148,"""في أريزونا، تم تدريب العاملين في الانتخابات باستخدام التزييف العميق للتحضير لعام 2024"""
149,"فيديو ""أكسس هوليوود"" عزز شعور ترامب بعدم القابلية للهزيمة."
150,المتهمة في أريزونا كريستينا بوب تلعب دورًا رئيسيًا في فريق نزاهة الانتخابات للجنة الوطنية الجمهورية.
151,"""توجيه اتهامات لميدوز، جولياني وحلفاء آخرين لترامب في تحقيق انتخابات أريزونا 2020"""
152,"""قاضية المحكمة العليا في ويسكونسن الليبرالية لن تترشح مرة أخرى، مما يغير مسار السباق للسيطرة"""
153,"""قوانين التصويت الجديدة في الولايات المتأرجحة قد تشكل انتخابات 2024"""
154,"""ولاية ويسكونسن تصبح أحدث ولاية تحظر التمويل الخاص للانتخابات"""
155,"""كارولينا الجنوبية هي أحدث ولاية تستخدم خريطة الكونغرس التي تعتبر غير قانونية"""
156,"""كاري ليك لن تدافع عن تصريحاتها بشأن مسؤول الانتخابات في أريزونا"""
157,يقول المسؤولون الفيدراليون إنه تم توجيه اتهامات لـ 20 شخصًا بتهديد موظفي الانتخابات.
158,"""بدعم من ترامب، الجمهوريون يخططون لحملة من الدعاوى القضائية المتعلقة بالانتخابات"""
159,"""إدانة مسؤول انتخابي سابق في ميلووكي بتهمة تزوير بطاقات الاقتراع الغيابية"""
160,اضطرابات مؤيدي ترامب في مقاطعة أريزونا تثير المخاوف بشأن تصويت 2024
161,"""بعض طلاب الجامعات يجدون صعوبة أكبر في التصويت بموجب القوانين الجمهورية الجديدة"""
162,"""آخر أخبار انتخابات 2024: الجمهوريون يسعون للانتقام من إدانة ترامب في قضية الأموال السرية"""
163,"""ترامب يزعم زوراً أنه لم يطالب أبداً بسجن هيلاري كلينتون"""
164,"""الرئيس بايدن يصدر بيانًا بينما يواجه هانتر تهمًا جنائية تتعلق بالأسلحة في سابقة تاريخية"""
165,"""فوتشي يتعرض للاستجواب حول العلم وراء إجبار الأطفال بعمر سنتين على ارتداء الكمامات"""
166,"""وجهة سياحية شهيرة تصدم العالم بتغيير القوانين لمنع دخول اليهود إلى البلاد"""
167,فندق بالقرب من ديزني يتلقى تنبيهاً من الآباء بسبب زينة الفخر غير المناسبة
