"News_ID","News","Ground Truth","TRUE/FALSE","ChatGPT’s response from the perspective of a Democrat","ChatGPT’s response from the perspective of a Republican","ChatGPT’s response from the perspective of a Neutral"
"28","Ron DeSantis a déclaré le 2 janvier 2024 lors d'une réunion publique : Donald Trump ""a expulsé moins, croyez-le ou non, que Barack Obama lui-même.""","","FALSE","0","0","0"
"29","« Nikki Haley a déclaré le 14 décembre 2023 lors d'une assemblée publique à Atkinson, New Hampshire : ""Nous avons eu plus d'Américains morts de fentanyl que des guerres d'Irak, d'Afghanistan et du Vietnam réunies."" »","","FALSE","0","0","1"
"30","Chris Larson a déclaré le 10 septembre 2021 sur Twitter : La législature contrôlée par le GOP a ""refusé d'agir sur au moins 150"" nominations du gouverneur Tony Evers.","","FALSE","0","0","0"
"31","« Joe Biden ou Donald Trump s'est retiré de la course présidentielle de 2024 au 15 février. »","","FALSE","0","0","0"
"32","Elon Musk a déclaré le 2 février 2024 dans un post sur X : la stratégie de Biden est de ""faire entrer autant d'illégaux que possible dans le pays"" et de ""les légaliser pour créer une majorité permanente.""","","FALSE","0","0","1"
"33","« La dernière fois que les démocrates ont retiré un républicain du bulletin de vote, c'était Abraham Lincoln en 1860 »","","FALSE","0","0","0"
"34","« Donald Trump a déclaré le 15 janvier 2024 dans un discours après le caucus de l'Iowa : ""C'est la troisième fois que nous gagnons, mais c'est la plus grande victoire"" au caucus de l'Iowa. »","","FALSE","0","0","1"
"35","Donald Trump a déclaré le 16 décembre 2023 lors d'un rassemblement dans le New Hampshire : « Ils veulent rendre nos chars d'assaut entièrement électriques. »","","FALSE","0","0","0"
"36","Donald Trump a déclaré le 4 décembre 2023 dans un message sur Truth Social : Le Lincoln Project utilise l'IA (intelligence artificielle) dans ses « publicités télévisées ».","","FALSE","0","0","1"
"37","""Le 7 novembre 2023, les machines à voter en Pennsylvanie « inversaient les votes », ce qui est une preuve de « fraude électorale ».""","","FALSE","0","0","0"
"38","« Poutine a-t-il dit qu'il préférait Biden à Trump pour l'élection présidentielle américaine de 2024 ? »","","FALSE","0","0","0"
"39","Roy Cooper a déclaré le 24 août 2023 dans une déclaration de veto : ""Le projet de loi électoral rédigé par le GOP exige que des votes valides soient rejetés ... si un ordinateur rejette une signature.""","","FALSE","0","0","1"
"40","Donald Trump a déclaré le 15 août 2023 dans un message sur Truth Social : ""La procureure du comté de Fulton, Fani Willis, a fait campagne et collecté des fonds en disant : 'Je vais avoir Trump.'""","","FALSE","0","0","0"
"41","The translation of the headline into French is: ""Un rapport de la police révèle une « fraude électorale massive de 2020 découverte dans le Michigan ».""","","FALSE","0","0","0"
"42","The headline in French would be: ""La représentante Alexandria Ocasio-Cortez risque 5 ans de prison pour des infractions à la FEC.""","","FALSE","0","0","0"
"43","""L'Arizona INTERDIT les machines à voter électroniques.""","","FALSE","0","0","0"
"44","Un juge de l'Arizona a été ""contraint d'annuler"" une élection et a décidé que ""274 000 bulletins de vote doivent être rejetés"".","","FALSE","0","0","0"
"45","Donald Trump a déclaré le 30 avril 2023 dans un message sur Truth Social : ""Un projet de loi électorale en Floride « sabote tout » « au lieu de se montrer ferme et de faire ce que le peuple veut (vote le jour même, pièce d'identité de l'électeur, preuve de citoyenneté, bulletins papier, comptage manuel, etc.). »""","","FALSE","0","0","1"
"46","Le tweet de Joe Biden prouve qu'un crash d'hélicoptère ayant tué six milliardaires nigérians a été planifié par Biden.","","FALSE","0","0","0"
"47","Donald Trump a déclaré le 2 janvier 2024 dans un message sur Truth Social : ""En réalité, il n'y a aucune preuve que Joe Biden a gagné"" l'élection de 2020, citant les allégations d'un rapport provenant de cinq États clés.","","FALSE","0","0","0"
"48","""L'administratrice des élections du Wisconsin, Meagan Wolfe, a « permis l'influence de l'argent 'Zuckerbucks'. »""","","FALSE","0","0","0"
"49","Joe Biden a déclaré le 7 janvier 2021 dans un discours : « Dans plus de 60 affaires, les juges ont examiné les allégations que Trump faisait et ont déterminé qu'elles étaient sans fondement. »","","FALSE","0","0","1"
"50","« Trump a-t-il dit que ce serait un 'bain de sang pour le pays' s'il n'était pas élu ? Trump a parlé des tarifs commerciaux avec la Chine lors d'un rassemblement de campagne à Dayton, Ohio, le 16 mars 2024. »","","FALSE","0","0","1"
"51","""Trump a désigné la presse et les a qualifiés de 'criminels' lors d'un rassemblement de campagne à Rome, en Géorgie. L'ancien président américain Donald Trump a fait cette remarque lors d'une étape de campagne présidentielle en mars 2024.""","","FALSE","0","0","0"
"52","""Déclaré le 8 mars 2024 dans un post Instagram : L'élection de 2020 a été la seule fois dans l'histoire américaine qu'une élection a pris plus de 24 heures à être comptée.""","","FALSE","0","0","0"
"53","déclaré le 7 mars 2024 dans un message sur X : Les milliardaires ont « truqué » l'élection primaire du Sénat de Californie par des « moyens malhonnêtes ».","","FALSE","0","0","0"
"54","""Déclaré le 28 février 2024 dans un post Instagram : Une vidéo montre Kamala Harris disant que les démocrates utiliseraient l'argent des contribuables pour soudoyer les électeurs.""","","FALSE","0","0","0"
"55","« Donald Trump a déclaré le 2 mars 2024 dans un discours : ""Quatre-vingt-deux pour cent du pays comprend que (l'élection de 2020) était une élection truquée."" »","","FALSE","0","0","0"
"56","Elon Musk a déclaré le 26 février 2024 dans un post sur X : Les démocrates ne renvoient pas les migrants sans papiers ""parce que chaque clandestin est très probablement un vote à un moment donné.""","","FALSE","0","0","1"
"57","""Quand Trump était en fonction, la croissance de l'emploi aux États-Unis était la pire depuis la Grande Dépression ?""","","FALSE","0","0","0"
"58","""Est-ce que Biden est le 1er président américain à 'éviter' un test cognitif ?""","","FALSE","0","0","0"
"59","« Jack Posobiec a parlé à la CPAC de vouloir renverser la démocratie ? »","","FALSE","0","0","1"
"60","« De Niro a-t-il qualifié l'ancien président Trump de 'méchant' 'pseudo-dur' sans 'morale ni éthique' ? Dans une déclaration ressortie lors du sommet Stop Trump de The New Republic, l'acteur De Niro a qualifié Trump de ""méchant"", sans ""aucun égard pour quiconque sauf lui-même"". »","","FALSE","0","0","1"
"61","""Les Super PACs pour Trump et RFK Jr. partagent-ils le même principal donateur ? Les PACs en question sont Make America Great Again Inc. et American Values Inc.""","","FALSE","0","0","1"
"62","""Trump a tiré profit de la société God Bless the USA Bible qui vend des bibles à 59,99 $ ? « Tous les Américains ont besoin d'une bible chez eux et j'en ai beaucoup. C'est mon livre préféré. C'est le livre préféré de beaucoup de gens », a déclaré Trump dans une vidéo.""","","FALSE","0","0","1"
"63","""Google a-t-il changé sa définition de 'bain de sang' après que Trump l'a utilisé dans un discours ? Les utilisateurs des réseaux sociaux ont concocté une théorie du complot pour contrer les critiques de l'utilisation du mot par Trump.""","","FALSE","0","0","0"
"64","Here is the translation of the headline into French:

""La « boîte noire » du navire Dali a cessé d'enregistrer « juste avant » la collision avec le pont de Baltimore, puis a recommencé à enregistrer « juste après ».""","","FALSE","0","0","1"
"65","Kristi Noem a déclaré le 30 mars 2024 dans un message sur X : « Joe Biden a interdit les œufs à thème religieux au concours de décoration d'œufs de Pâques pour enfants à la Maison-Blanche. »","","FALSE","0","0","0"
"66","Le compte X de Biden a-t-il partagé une date incorrecte pour le discours sur l'état de l'Union ? Une capture d'écran montre le compte partageant une date de 2023 pour le discours de 2024.","","FALSE","0","0","0"
"67","Vidéo authentique de Trump ne faisant que partiellement semblant de réciter les mots de la prière du Seigneur ? ""Il n'est pas plus un véritable chrétien qu'il n'est un véritable républicain. Il n'a aucun principe"", a commenté un utilisateur sur le tweet viral.","","FALSE","0","0","0"
"68","""Une image montre authentiquement Travis Kelce portant un t-shirt avec l'inscription 'Trump a gagné'.""","","FALSE","0","0","0"
"69","""Le principal donateur d'un super PAC majeur soutenant Donald Trump pour la présidence en 2024 est également le principal donateur du super PAC soutenant Robert F. Kennedy Jr. pour la présidence.""","","FALSE","0","0","0"
"70","""Les familles des émeutiers du Capitole espèrent grâce à la promesse de grâce de Trump""","","FALSE","0","0","0"
"71","""Le leader républicain relance l'aide à l'Ukraine, le président de la Chambre Mike Johnson a un plan pour couvrir les coûts - mais il essaie aussi de conserver son pouvoir.""","","FALSE","0","0","1"
"72","""Trump publie une vidéo d'un camion montrant Biden ligoté comme un cochon, la campagne de Biden condamne la vidéo, accusant Donald Trump d'« inciter régulièrement à la violence politique ».""","","FALSE","0","0","1"
"73","""Trump visite la veillée d'un policier abattu en service, L'ancien président a assisté aux funérailles alors qu'un débat sur la sécurité publique et la criminalité s'intensifie dans certaines grandes villes.""","","FALSE","0","0","0"
"74","Here is the translation of the headline into French:

""NBC News revient sur l'embauche d'une haute responsable républicaine, Ronna McDaniel n'a passé que quatre jours en tant que nouvelle analyste politique du réseau américain après avoir fait face à une réaction négative.""","","FALSE","0","0","1"
"75","""Le ministère de la Justice ne remettra pas l'enregistrement de l'interview de Biden avec le procureur spécial Hur, risquant un outrage au Congrès.""","","FALSE","0","0","1"
"76","""La position de Trump sur l'avortement suscite des réactions de l'un de ses plus grands partisans""","","FALSE","0","0","1"
"77","""Pence critique l'annonce de Trump, qualifiée de 'gifle' sur une question clé pour les électeurs chrétiens. Pence, un champion du conservatisme social, a affirmé que l'annonce de Trump sur l'avortement était un 'recul sur le droit à la vie'.""","","FALSE","0","0","0"
"78","« Le Wisconsin devient le 28e État à adopter une interdiction des 'Zuckerbucks' avant l'élection de 2024, le Wisconsin est désormais le 28e État à interdire effectivement les 'Zuckerbucks'. »","","FALSE","0","0","0"
"79","""L'ACLU menace de poursuivre la Géorgie en justice à propos d'un projet de loi électoral que les conservateurs qualifient de réforme de 'bon sens', le projet de loi électoral de Géorgie pourrait favoriser des candidats indépendants comme RFK Jr et faciliter les audits des listes électorales.""","","FALSE","0","0","0"
"80","""Le principal candidat à la vice-présidence de Trump prévoit un mariage d'été quelques semaines après la convention républicaine, le mariage prévu de Scott avec sa fiancée Mindy Noce aurait lieu peu après la Convention nationale républicaine.""","","FALSE","0","0","1"
"81","« No Labels contacte un ancien candidat républicain à la présidence concernant leur ticket tiers en attente, Christie déclare dans une interview de podcast qu'« à ce stade, je n'exclurais rien » en ce qui concerne une possible candidature à la Maison-Blanche en tant que tiers parti. »","","FALSE","0","0","1"
"82","""Trump remporte les primaires présidentielles républicaines du 19 mars, le face-à-face Biden-Trump de novembre est la première revanche électorale présidentielle depuis 1956""","","FALSE","0","0","0"
"83","Les soutiens de Trump salués comme « les plus puissants... de l'histoire politique moderne » après des victoires dans l'OH, l'IL, la CA. L'ancien président Trump aide Bernie Moreno à remporter une victoire lors d'une primaire républicaine pour le Sénat dans l'Ohio, opposant les républicains MAGA aux conservateurs traditionnels.","","FALSE","0","0","1"
"84","""Trump déclare que les Américains juifs qui votent pour Biden n'aiment pas Israël et 'devraient être interpellés'""","","FALSE","0","0","0"
"85","""Elizabeth Warren suggère que les actions d'Israël à Gaza pourraient être qualifiées de génocide par les tribunaux internationaux""","","FALSE","0","0","0"
"86","""Le FBI arrête un homme qui aurait prêté allégeance à l'État islamique et planifié des attaques contre des églises de l'Idaho, selon le ministère de la Justice.""","","FALSE","0","0","0"
"87","""Le procureur spécial Jack Smith exhorte la Cour suprême à rejeter la demande d'immunité de Trump""","","FALSE","0","0","0"
"88","""Le ministre britannique des Affaires étrangères, David Cameron, rencontre Trump avant sa visite à Washington, mardi 9 avril 2024""","","FALSE","0","0","0"
"89","""Le juge rejette la demande de Trump de reporter le procès et d'envisager un changement de lieu dans l'affaire des paiements dissimulés""","","FALSE","0","0","0"
"90","""Byron Donalds, potentiel choix pour la vice-présidence, a autrefois attaqué Trump et loué la délocalisation ainsi que la privatisation des droits sociaux""","","FALSE","0","0","0"
"91","Le candidat républicain pour diriger les écoles publiques de Caroline du Nord a appelé à la violence contre les démocrates, y compris l'exécution d'Obama et de Biden.","","FALSE","0","0","0"
"92","Joe Biden a promis d'« accueillir » 2 millions de demandeurs d'asile « en un clin d'œil » en 2019 - il fait maintenant face à une crise migratoire.","","FALSE","0","0","0"
"93","""Le favori probable pour la présidence du RNC a répété les mensonges de Trump sur l'élection de 2020""","","FALSE","0","0","1"
"94","""Candidat républicain au Sénat de l'Ohio soutenu par Trump a supprimé des tweets critiques envers l'ancien président""","","FALSE","0","0","0"
"95","""Trump défend un ancien influenceur condamné pour ingérence électorale ayant un passé raciste et antisémite""","","FALSE","0","0","0"
"96","""Une publicité de campagne de Biden accuse Trump de la quasi-mort d'une femme à qui l'avortement a été refusé. La publicité résume la stratégie de la campagne du président pour exploiter la colère suscitée par la décision de la Cour suprême de 2022 d'annuler Roe v. Wade.""","","FALSE","0","0","1"
"97","""Biden et d'autres démocrates lient Trump aux restrictions sur les droits à l'avortement. L'ancien président a déclaré qu'il soutenait le fait de laisser les décisions sur l'avortement aux États, mais ses opposants politiques affirment qu'il est responsable de toute limitation mise en place.""","","FALSE","0","0","1"
"98","Les alliés de Trump ont un plan pour nuire aux chances de Biden : promouvoir des candidats outsiders. Plus il y a de candidats en lice, mieux c'est pour Donald J. Trump, disent ses partisans. Et dans une élection présidentielle serrée, une petite part d'électeurs pourrait changer le résultat.","","FALSE","0","0","1"
"99","""Biden vante les dépenses proposées pour l'« économie des soins », le président Biden annonce un nouveau plan de soulagement des prêts étudiants fédéraux lors d'une visite à Madison, dans le Wisconsin, lundi. (Kevin Lamarque/Reuters)""","","FALSE","0","0","1"
"100","""Biden et Trump partagent une foi dans les tarifs d'importation, malgré les risques d'inflation. Les plans commerciaux des deux candidats se concentrent sur les tarifs sur les biens importés de Chine, même si les économistes avertissent qu'ils pourraient entraîner une hausse des prix.""","","FALSE","0","0","1"
"101","""Biden, en tant que président et patriarche, fait face au procès de son fils : le procès de Hunter Biden commence lundi pour des accusations de mensonge sur un formulaire officiel lors de l'achat d'une arme en 2018.""","","FALSE","0","0","1"
"102","Voici ce qu'il faut savoir sur le procès de Hunter Biden qui commence lundi : le fils du président Biden, Hunter, est accusé devant un tribunal fédéral du Delaware d'avoir fait de fausses déclarations lors de l'achat d'une arme à feu et de possession illégale de cette arme.","","FALSE","0","0","1"
"103","""Trump affirme à tort qu'il n'a jamais demandé qu'Hillary Clinton soit emprisonnée, « Enfermez-la » est peut-être l'un des slogans les plus populaires parmi les partisans de Trump, et il l'a approuvé ou a explicitement demandé son emprisonnement à plusieurs reprises.""","","FALSE","0","0","0"
"104","""4 enseignements à tirer des conséquences du verdict de culpabilité de Trump : Le pays est entré dans une phase délicate. Cela devient déjà laid, et cela ne montre aucun signe d'arrêt.""","","FALSE","0","0","0"
"105","""Trump et ses alliés intensifient les suggestions de procès truqué — avec de mauvaises preuves, et ce n'est pas seulement la fausse affirmation selon laquelle le jury n'a pas besoin d'être unanime à propos de ses crimes.""","","FALSE","0","0","0"
"106","""En 2016, Trump a raillé les faveurs pour les donateurs. Aujourd'hui, il veut conclure un 'accord'. L'ancien président a critiqué les « faveurs » que les politiciens faisaient pour l'argent des campagnes à l'époque, mais aujourd'hui, il négocie avec ses propres faveurs.""","","FALSE","0","0","1"
"107","""Pourquoi la référence à la prison par un avocat de Trump était si ‘scandaleuse’ : l'avocat de Trump, Todd Blanche, a fait une référence évidente au jury envoyant Trump en prison lors de son argumentation finale. Non seulement de telles choses ne sont pas autorisées, mais Blanche avait été explicitement averti de ne pas le dire.""","","FALSE","0","0","0"
"108","""Les manifestations pro-palestiniennes dans les universités n'ont pas conquis les cœurs et les esprits, de nombreux Américains y voient de l'antisémitisme.""","","FALSE","0","0","1"
"109","""Le vice-président du RNC, Lara Trump, attaque Hogan pour avoir appelé au respect du processus légal. Lors d'une apparition sur CNN, Lara Trump ne s'engage pas à ce que le Comité national républicain finance la candidature de Hogan au Sénat après son commentaire sur le verdict.""","","FALSE","0","0","0"
"110","""Après la condamnation de Trump, de nombreux Républicains se rallient en critiquant le procès. Plutôt que d'exprimer leur confiance dans le système judiciaire, de nombreux Républicains reprennent les critiques de Trump et ses allégations de persécution politique concernant son procès pour paiement de silence.""","","FALSE","0","0","0"
"111","""Les liens de l'éditeur d'un site d'actualités avec l'Iran et la Russie montrent la complexité de la désinformation. Des dossiers piratés révèlent que des médias en Iran et en Russie ont effectué des paiements à une poignée de résidents américains.""","","FALSE","0","0","1"
"112","""Les démocrates évaluent les liens locaux et la notoriété anti-Trump dans la primaire pour le siège de Spanberger, Eugene Vindman, connu pour le premier impeachment de Trump, affronte plusieurs responsables locaux bien connectés dans la primaire démocrate du 7e district du Congrès de Virginie.""","","FALSE","0","0","0"
"113","""Pour Hunter Biden, une journée dramatique avec la veuve de son frère a conduit à des accusations. Il y a six ans, Hallie Biden a jeté une arme à feu que les procureurs disent que Hunter Biden a achetée de manière inappropriée. Son procès commence lundi.""","","FALSE","0","0","0"
"114","""Le verdict de Trump justifie le procureur de New York qui a discrètement suivi une voie risquée, le procureur du district de Manhattan, Alvin Bragg, a marqué l'histoire avec une affaire judiciaire que les procureurs fédéraux ont choisi de ne pas engager contre l'ancien président Donald Trump.""","","FALSE","0","0","1"
"115","""Démocrates envisagent de lier les candidats républicains au verdict sur l'argent secret de Trump. En 2018, lorsqu'ils ont surfé sur une vague pour obtenir la majorité, les démocrates de la Chambre ont évité les scandales personnels de Trump dans leurs campagnes. Maintenant, ils font face au même dilemme.""","","FALSE","0","0","1"
"116","""Pour Michael Cohen et Stormy Daniels, un moment de 'réhabilitation' enfin, L'ex-avocat et l'ancienne actrice de films pour adultes ont formé l'axe improbable de la toute première affaire pénale contre un président américain.""","","FALSE","0","0","0"
"117","""Les investisseurs, inquiets de ne pas pouvoir battre les législateurs sur le marché boursier, les imitent à la place. Une alliance informelle d'investisseurs, d'analystes et de défenseurs tente de permettre aux Américains d'imiter les transactions effectuées par les élus — mais seulement après qu'ils les aient divulguées.""","","FALSE","0","0","1"
"118","""Trump condamné, son affaire se tourne vers la condamnation et les appels, des procédures cruciales restent à venir. On ne sait pas comment sa peine pourrait influencer la campagne, et le processus d'appel devrait se prolonger au-delà du jour de l'élection.""","","FALSE","0","0","0"
"119","""Trump et ses alliés pensent que les condamnations pénales joueront en sa faveur. L'ancien président prévoit d'utiliser l'affaire de l'argent secret de New York pour augmenter le soutien et se présenter comme la victime de charges motivées politiquement.""","","FALSE","0","0","1"
"120","""Le chien de garde de la Sécurité sociale en difficulté démissionne après un mandat tumultueux, l'inspectrice générale de la Sécurité sociale Gail Ennis a informé le personnel qu'elle démissionne, clôturant un mandat tumultueux de cinq ans en tant que principale surveillante de l'agence.""","","FALSE","0","0","0"
"121","""Bien que Trump soit reconnu coupable, ses attaques pèsent sur le système judiciaire. Le premier procès pénal d'un ancien président a été un défilé de témoignages sordides sur Donald Trump. Il l'a utilisé pour lancer une attaque contre le système judiciaire.""","","FALSE","0","0","0"
"122","""Les électeurs qui ont tenté d'inverser la défaite de Trump en 2020 sont prêts à servir à nouveau""","","FALSE","0","0","1"
"123","""Les challengers républicains progressent mais échouent à évincer l'extrême droite dans le nord de l'Idaho""","","FALSE","0","0","1"
"124","""Voici qui a été inculpé dans l'affaire d'ingérence électorale de 2020 en Arizona""","","FALSE","0","0","0"
"125","""Rudy Giuliani et d'autres alliés de Trump plaident non coupables en Arizona""","","FALSE","0","0","1"
"126","""L'avocat pro-Trump John Eastman plaide non coupable aux accusations en Arizona""","","FALSE","0","0","0"
"127","""Rudy Giuliani n'a toujours pas reçu son acte d'accusation en Arizona""","","FALSE","0","0","1"
"128","""La plus haute cour du Wisconsin indique qu'elle rétablira les boîtes de dépôt de bulletins de vote""","","FALSE","0","0","1"
"129","""Dans les principales courses, les républicains essaient de rester discrets sur les fausses affirmations de Trump concernant 2020""","","FALSE","0","0","0"
"130","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, le procès sans précédent de Trump est banal pour certains électeurs indécis""","","FALSE","0","0","1"
"131","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE : Comment Rudy Giuliani a tenté, et échoué, d'éviter sa dernière inculpation""","","FALSE","0","0","0"
"132","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, Fani Willis fait campagne pour garder son poste — et continuer à poursuivre Trump""","","FALSE","0","0","1"
"133","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, L'avocat pro-Trump John Eastman plaide non coupable aux accusations en Arizona""","","FALSE","0","0","1"
"134","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, Rudy Giuliani n'a toujours pas reçu son acte d'accusation en Arizona""","","FALSE","0","0","1"
"135","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, Meadows, Giuliani et d'autres alliés de Trump inculpés dans l'enquête sur l'élection de 2020 en Arizona""","","FALSE","0","0","0"
"136","""ENQUÊTE SUR L'ÉLECTION DE 2020 EN GÉORGIE, Gateway Pundit va déposer le bilan au milieu des poursuites pour complot électoral""","","FALSE","0","0","0"
"137","""Trump insiste sur le fait que son procès a été truqué… comme tout le reste""","","FALSE","0","0","0"
"138","« Samuel Alito a décidé que Samuel Alito est suffisamment impartial »","","FALSE","0","0","0"
"139","La campagne de Biden s'immisce dans la frénésie médiatique du procès de Trump avec De Niro devant le tribunal.","","FALSE","0","0","0"
"140","""Trump soutient le sénateur de l'État de Virginie McGuire plutôt que Bob Good pour le Congrès""","","FALSE","0","0","0"
"141","""Un ancien combattant de la marine qui a porté une hache lors de l'émeute du 6 janvier écope d'une peine de deux ans""","","FALSE","0","0","0"
"142","""Les républicains ont une nouvelle théorie sur les raisons pour lesquelles Biden devrait être destitué""","","FALSE","0","0","1"
"143","""Un tribunal de D.C. suspend temporairement la licence d'avocat de John Eastman, l'avocat de Trump""","","FALSE","0","0","0"
"144","« Hope Hicks a été témoin de presque tous les scandales de Trump. Maintenant, elle doit témoigner. »","","FALSE","0","0","0"
"145","""Un homme du Texas condamné à cinq ans de prison et à une amende de 200 000 $ dans l'affaire de l'émeute du 6 janvier""","","FALSE","0","0","1"
"146","« Ignorer l'honneur du vote de 2024, la violence politique et le 6 janvier »","","FALSE","0","0","0"
"147","""Le vote des non-citoyens est extrêmement rare. Les républicains s'y concentrent quand même.""","","FALSE","0","0","0"
"148","""En Arizona, les travailleurs électoraux formés avec des deepfakes pour se préparer à 2024""","","FALSE","0","0","1"
"149","La vidéo « Access Hollywood » a renforcé l'air d'invincibilité de Trump.","","FALSE","0","0","0"
"150","""L'accusée de l'Arizona, Christina Bobb, joue un rôle clé dans l'équipe d'intégrité électorale du RNC""","","FALSE","0","0","0"
"151","""Meadows, Giuliani et d'autres alliés de Trump inculpés dans l'enquête sur l'élection de 2020 en Arizona""","","FALSE","0","0","1"
"152","""Le juge libéral de la Cour suprême du Wisconsin ne se représentera pas, bouleversant la course pour le contrôle""","","FALSE","0","0","0"
"153","""Les nouvelles lois électorales dans les États clés pourraient façonner l'élection de 2024""","","FALSE","0","0","0"
"154","""Wisconsin devient le dernier État à interdire le financement privé des élections""","","FALSE","0","0","0"
"155","""La Caroline du Sud est le dernier État à utiliser une carte électorale jugée illégale""","","FALSE","0","0","0"
"156","""Kari Lake ne défendra pas ses déclarations sur le responsable des élections en Arizona""","","FALSE","0","0","1"
"157","""Des responsables fédéraux déclarent que 20 personnes ont été inculpées pour avoir menacé des travailleurs électoraux.""","","FALSE","0","0","0"
"158","""Encouragés par Trump, les Républicains prévoient une offensive de poursuites judiciaires liées aux élections""","","FALSE","0","0","0"
"159","""Un ancien responsable électoral de Milwaukee condamné pour fraude aux bulletins de vote par correspondance""","","FALSE","0","0","0"
"160","""Les perturbations pro-Trump dans un comté de l'Arizona alimentent les craintes pour le vote de 2024""","","FALSE","0","0","0"
"161","""Certains étudiants trouvent plus difficile de voter en raison des nouvelles lois républicaines""","","FALSE","0","0","0"
"162","""Élection 2024 dernières nouvelles : Les républicains cherchent à se venger de la condamnation de Trump dans l'affaire des paiements dissimulés""","","FALSE","0","0","0"
"163","""Trump affirme à tort qu'il n'a jamais demandé qu'Hillary Clinton soit emprisonnée""","","FALSE","0","0","0"
"164","""Le président Biden publie une déclaration alors que Hunter fait face à des accusations criminelles pour possession d'arme à feu, une première historique""","","FALSE","0","0","0"
