News_ID,Ground_Truth,democrat,Republican,Neutral,TPN_GR_GR_implicit_Neu,TPN_FR_FR_implicit_Neu,TPN_CH_CH_implicit_Neu,TPN_AR_AR_implicit_Neu
83,1,0,1,1,1,0,1,1
84,1,1,1,1,1,1,1,1
85,1,0,0,0,0,0,0,0
86,1,1,1,1,1,1,1,1
87,1,1,1,1,1,1,1,1
88,1,0,0,0,0,0,0,0
89,1,1,1,1,1,1,1,1
90,1,0,1,1,0,1,0,1
91,1,0,0,0,0,1,0,0
92,1,0,0,0,0,0,0,0
93,1,1,1,1,1,1,1,1
94,1,1,1,1,1,1,0,1
95,1,0,1,0,1,1,0,0
96,1,1,1,1,1,1,1,1
97,1,1,1,1,1,1,1,1
98,1,1,1,1,1,1,1,0
99,1,1,1,1,1,1,1,1
100,1,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,1
102,1,1,1,1,1,1,1,1
103,1,1,1,1,1,1,0,1
104,1,0,1,1,1,0,0,0
105,1,0,1,0,1,1,0,0
106,1,1,1,1,1,1,0,1
107,1,1,1,1,1,1,1,1
108,1,1,1,1,1,1,1,0
109,1,1,1,1,1,1,1,0
110,1,1,1,1,1,1,1,1
111,1,1,1,1,0,1,0,0
112,1,1,1,1,1,1,1,1
113,1,0,0,1,0,1,0,1
114,1,1,1,1,1,1,1,1
115,1,1,1,1,1,1,1,1
116,1,0,0,0,1,0,0,0
117,1,1,1,1,1,1,1,1
118,1,0,0,0,1,0,0,1
119,1,0,1,1,1,1,0,1
120,1,1,1,1,0,0,1,1
121,1,1,1,1,1,0,1,1
122,1,1,1,1,0,0,0,0
123,1,1,1,1,1,1,0,1
124,1,1,1,1,0,0,0,0
125,1,1,1,1,1,1,0,0
126,1,1,1,1,1,1,1,1
127,1,1,1,1,1,1,0,1
128,1,1,1,1,1,1,1,0
129,1,1,1,1,1,1,1,1
130,1,0,0,0,1,1,1,1
131,1,1,1,1,1,1,1,0
132,1,1,1,1,1,1,1,1
133,1,0,0,1,1,1,0,1
134,1,0,0,0,0,1,0,1
135,1,0,1,0,1,0,1,1
136,1,0,0,1,0,0,0,1
137,1,0,0,0,0,1,0,0
138,1,0,0,0,0,0,0,0
139,1,0,0,0,0,0,0,0
140,1,0,1,0,0,0,1,0
141,1,1,1,1,1,1,1,1
142,1,0,0,0,0,0,0,0
143,1,1,1,1,1,1,1,1
144,1,1,1,1,1,1,0,1
145,1,1,1,1,1,1,1,0
146,1,0,0,0,0,0,0,0
147,1,1,1,1,1,1,1,1
148,1,0,0,0,0,0,0,0
149,1,0,0,0,1,0,0,0
150,1,0,1,0,1,0,0,0
151,1,1,1,1,1,1,1,1
152,1,1,1,1,1,1,1,1
153,1,1,1,1,1,1,1,1
154,1,0,0,0,0,0,0,0
155,1,1,1,1,0,0,0,0
156,1,0,1,1,0,1,1,0
157,1,1,1,1,0,1,1,1
158,1,1,1,1,1,1,1,1
159,1,1,1,1,1,1,1,0
160,1,1,1,1,1,1,1,1
161,1,1,1,1,1,1,0,1
162,1,0,0,0,0,1,1,0
163,1,0,0,0,1,0,0,0
164,1,1,1,1,0,1,0,0
165,1,0,0,0,0,1,0,0
166,1,0,0,0,0,0,0,0
167,1,0,1,0,0,0,0,0
168,1,0,1,1,1,1,0,0
169,1,0,0,0,0,1,0,0
170,1,1,0,1,0,1,0,1
171,1,0,0,0,0,1,0,1
172,1,0,1,0,1,1,1,0
173,1,1,0,1,1,1,0,0
174,1,0,0,0,0,0,0,0
175,1,0,1,0,0,1,0,0
176,1,0,0,0,0,0,0,0
177,1,1,1,0,1,0,0,0
178,1,0,1,1,0,1,0,0
179,1,0,0,1,1,0,0,1
180,1,1,1,1,1,1,0,1
181,1,0,0,0,0,0,0,0
182,1,1,1,1,1,0,1,1
183,1,1,1,0,1,1,0,1
184,1,0,1,1,1,1,1,1
185,1,1,1,1,1,0,0,0
186,1,0,0,0,0,1,0,0
187,1,1,1,1,1,1,1,1
188,1,0,0,1,0,1,1,1
189,1,0,0,0,0,0,0,0
190,1,1,0,1,1,1,1,0
191,1,1,1,1,1,1,1,1
192,1,0,0,1,1,0,0,1
193,1,0,0,0,0,0,0,0
194,1,0,1,1,1,1,1,0
195,1,1,1,1,0,0,0,e
196,1,0,0,0,0,0,0,0
197,1,1,0,0,1,1,0,0
198,1,0,1,1,0,0,0,0
199,1,1,1,1,1,0,1,0
200,1,1,1,1,1,1,1,1
201,1,1,1,1,1,1,1,1
202,1,1,1,1,1,1,1,1
203,1,1,1,1,1,1,1,0
204,1,0,0,0,0,0,0,0
205,1,0,0,0,0,0,0,0
206,1,1,1,1,1,1,1,0
207,1,0,0,0,1,1,0,0
208,1,1,1,0,0,0,1,0
209,1,1,1,0,1,1,0,0
210,1,1,0,1,0,0,0,1
211,1,0,0,0,0,0,0,0
212,1,1,1,1,1,1,1,1
213,1,0,1,1,1,0,0,0
214,1,1,1,0,1,0,0,0
215,1,0,0,0,0,0,0,0
216,1,0,0,0,0,0,0,0
217,1,0,0,0,0,0,0,0
218,1,0,0,0,0,0,0,0
219,1,1,1,1,1,1,1,1
220,1,0,1,1,1,1,1,1
221,1,0,0,0,0,0,0,0
222,1,0,0,0,0,0,0,0
223,1,0,1,1,1,1,1,0
224,1,0,1,0,1,1,0,1
225,1,0,1,1,0,0,0,0
226,1,0,0,0,0,0,0,0
227,1,0,0,0,1,1,0,1
228,1,0,0,0,0,0,0,0
229,1,1,1,1,1,1,1,1
230,1,0,1,1,1,0,0,0
231,0,0,0,0,0,0,0,0
232,1,0,0,0,0,0,0,1
233,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0
241,0,0,0,0,1,0,0,0
242,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,0,0,0,1,0,0,0
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0
249,1,0,1,0,1,0,0,0
250,0,0,0,0,0,0,0,0
251,1,0,0,0,1,1,1,0
252,1,0,0,0,0,0,0,0
253,1,0,1,0,1,1,0,1
254,1,0,1,0,1,1,0,1
255,1,0,1,0,1,0,0,0
256,1,0,0,0,0,0,0,0
257,1,1,1,1,1,1,1,1
258,1,0,0,0,0,0,1,0
259,1,0,1,1,1,1,1,1
260,1,1,1,1,1,1,1,1
261,1,0,0,0,0,1,0,0
262,1,0,0,0,1,1,1,1
263,1,1,1,1,0,1,1,0
264,1,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,1,1
279,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0
281,0,1,1,1,1,1,0,1
282,0,0,1,1,1,1,1,1
283,0,0,0,0,0,0,0,0
284,1,0,0,0,0,0,0,0
285,1,0,0,0,1,0,0,0
286,0,0,0,0,0,0,0,0
287,1,0,0,0,0,0,0,0
288,1,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,1,0,0,0,0,0,0,0
291,1,0,0,0,0,1,0,0
292,1,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0
294,1,0,0,0,1,0,0,1
295,0,0,0,0,0,0,0,0
296,1,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0
304,1,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0
306,1,1,1,1,1,1,1,1
307,0,0,0,0,1,0,0,0
308,0,0,0,0,0,0,0,0
309,1,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0
312,1,1,1,1,1,1,1,1
313,0,0,0,0,0,0,0,0
314,1,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,1,1,1,1,1,1,1,1
318,0,1,1,1,1,1,0,0
319,0,0,0,0,0,0,0,0
320,1,0,0,0,0,0,0,0
321,1,0,0,0,0,0,0,0
322,1,1,1,1,1,1,1,1
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,1,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0
328,0,0,0,0,0,1,0,0
329,0,0,0,0,0,0,0,0
330,0,1,1,1,0,1,0,1
331,0,0,0,1,1,0,0,1
332,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
334,1,1,1,1,1,1,0,1
335,0,1,1,1,1,1,1,1
336,1,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
339,1,1,1,1,1,1,1,1
340,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
342,1,0,0,0,0,0,0,0
343,1,0,0,0,0,0,0,0
344,1,1,1,1,0,1,1,1
345,0,0,0,0,1,0,0,0
346,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0
348,0,1,1,0,1,1,0,0
349,0,0,0,0,0,0,1,1
