"News_ID","News","Ground Truth","TRUE/FALSE","ChatGPT’s response from the perspective of a Democrat","ChatGPT’s response from the perspective of a Republican","ChatGPT’s response from the perspective of a Neutral"
"49","جو بايدن صرح في خطاب يوم 7 يناير 2021: ""في أكثر من 60 قضية، نظر القضاة في الادعاءات التي كان ترامب يطرحها وقرروا أنها بلا أي أساس.""","","FALSE","0","0","0"
"50","""هل قال ترامب إنه سيكون 'حمام دم للبلاد' إذا لم يتم انتخابه؟ تحدث ترامب عن التعريفات التجارية مع الصين في تجمع انتخابي في دايتون، أوهايو، في 16 مارس 2024.""","","FALSE","0","0","0"
"51","""ترامب أشار إلى الصحافة ووصفهم بـ 'المجرمين' في تجمع انتخابي في روما، جورجيا؟ أدلى الرئيس الأمريكي السابق دونالد ترامب بهذا التصريح خلال توقف حملته الانتخابية الرئاسية في مارس 2024.""","","FALSE","0","0","0"
"52","صرح في منشور على إنستغرام بتاريخ 8 مارس 2024: ""كانت انتخابات 2020 هي المرة الوحيدة في تاريخ أمريكا التي استغرق فيها فرز الأصوات أكثر من 24 ساعة.""","","FALSE","0","0","0"
"53","صرح في 7 مارس 2024 في منشور على X: ""المليارديرات ""تلاعبوا"" بانتخابات مجلس الشيوخ في كاليفورنيا بوسائل ""غير نزيهة"".""","","FALSE","0","0","0"
"54","صرحت في 28 فبراير 2024 في منشور على إنستغرام: فيديو يظهر كامالا هاريس تقول إن الديمقراطيين سيستخدمون أموال دافعي الضرائب لرشوة الناخبين.","","FALSE","0","0","0"
"55","صرح دونالد ترامب في خطاب يوم 2 مارس 2024: ""ثمانية و ثمانون في المئة من البلاد تدرك أن (انتخابات 2020) كانت انتخابات مزورة.""","","FALSE","0","0","0"
"56","إيلون ماسك صرح في منشور على منصة X بتاريخ 26 فبراير 2024: الديمقراطيون لا يرحلون المهاجرين غير الموثقين ""لأن كل مهاجر غير شرعي هو صوت محتمل في مرحلة ما.""","","FALSE","0","0","0"
"57","عندما كان ترامب في المنصب، كان نمو الوظائف في الولايات المتحدة الأسوأ منذ الكساد الكبير؟","","FALSE","0","0","0"
"58","""هل بايدن هو أول رئيس أمريكي 'يتخطى' اختبارًا إدراكيًا؟""","","FALSE","0","0","0"
"59","""جاك بوسوبيك تحدث في مؤتمر العمل السياسي المحافظ عن رغبته في الإطاحة بالديمقراطية؟""","","FALSE","0","0","0"
"60","""هل وصف دي نيرو الرئيس السابق ترامب بأنه 'شرير' و'يدعي القوة' و'بلا أخلاق أو مبادئ'؟ في بيان أعيد نشره وقرأ في قمة نيو ريبابليك لوقف ترامب، وصف الممثل دي نيرو ترامب بأنه 'شرير' و'لا يهتم إلا بنفسه'.""","","FALSE","0","0","1"
"61","""هل تتشارك لجان العمل السياسي الكبرى لدعم ترامب وRFK Jr. نفس المتبرع الرئيسي؟ اللجنتان المعنيتان هما ""اجعلوا أمريكا عظيمة مرة أخرى"" و""القيم الأمريكية"".""","","FALSE","0","0","1"
"62","ترامب استفاد من شركة ""غود بليس ذا يو إس إيه بايبل"" التي تبيع الأناجيل بسعر 59.99 دولارًا؟ ""كل الأمريكيين يحتاجون إلى إنجيل في منازلهم ولدي الكثير منها. إنه كتابي المفضل. إنه كتاب مفضل لدى الكثير من الناس""، قال ترامب في فيديو.","","FALSE","0","0","0"
"63","""هل غيّرت جوجل تعريف كلمة 'مجزرة' بعد أن استخدمها ترامب في خطاب؟ مستخدمو وسائل التواصل الاجتماعي اخترعوا نظرية مؤامرة لمواجهة الانتقادات لاستخدام ترامب للكلمة.""","","FALSE","0","0","0"
"64","""توقفت ""الصندوق الأسود"" لسفينة دالي عن التسجيل ""قبل الاصطدام مباشرة"" بجسر بالتيمور ثم بدأ التسجيل ""بعده مباشرة"".""","","FALSE","0","0","0"
"65","صرحت كريستي نويم في منشور على منصة X بتاريخ 30 مارس 2024: ""جو بايدن حظر البيض ذو الطابع الديني في مسابقة تصميم بيض عيد الفصح للأطفال في البيت الأبيض.""","","FALSE","0","0","0"
"66","حساب بايدن على منصة X يشارك تاريخًا غير صحيح لخطاب حالة الاتحاد؟ لقطة شاشة تظهر الحساب يشارك تاريخًا لعام 2023 لخطاب عام 2024.","","FALSE","0","0","0"
"67","فيديو حقيقي لترامب وهو يردد كلمات صلاة الرب جزئيًا فقط؟ علّق أحد المستخدمين على التغريدة الفيروسية قائلاً: ""إنه ليس مسيحيًا حقيقيًا أكثر مما هو جمهوري حقيقي. ليس لديه مبادئ.""","","FALSE","0","0","0"
"68","""صورة تُظهر ترافيس كيلسي يرتدي قميصًا مكتوبًا عليه ""ترامب فاز"" بشكل أصيل.""","","FALSE","0","0","0"
"69","أكبر متبرع للجنة العمل السياسي الكبرى التي تدعم دونالد ترامب للرئاسة في عام 2024 هو أيضًا أكبر متبرع للجنة العمل السياسي الكبرى التي تدعم روبرت ف. كينيدي الابن للرئاسة.","","FALSE","0","0","0"
"70","عائلات مثيري الشغب في الكابيتول تستمد الأمل من وعد ترامب بالعفو.","","FALSE","0","0","0"
"71","""الزعيم الجمهوري يقوم بدفعة جديدة لدعم أوكرانيا، والمتحدث مايك جونسون لديه خطة لتغطية التكاليف - لكنه يحاول أيضًا الحفاظ على سلطته.""","","FALSE","0","0","0"
"72","ترامب ينشر فيديو لشاحنة تعرض بايدن مقيدًا، وحملة بايدن تدين الفيديو متهمة دونالد ترامب بـ""التحريض المستمر على العنف السياسي"".","","FALSE","0","0","1"
"73","""ترامب يزور جنازة ضابط الشرطة الذي قُتل أثناء أداء واجبه، الرئيس السابق حضر الجنازة في ظل تصاعد الجدل حول السلامة العامة والجريمة في بعض المدن الكبرى.""","","FALSE","0","0","0"
"74","تراجعت شبكة NBC News عن توظيف جمهورية بارزة، حيث قضت رونّا مكدانيل أربعة أيام فقط كمحللة سياسية جديدة للشبكة الأمريكية بعد مواجهة رد فعل عنيف.","","FALSE","0","0","1"
"75","""وزارة العدل لن تسلم تسجيل مقابلة بايدن مع المستشار الخاص هور، مما يعرضها لخطر ازدراء الكونغرس""","","FALSE","0","0","1"
"76","موقف ترامب من الإجهاض يثير ردود فعل من أحد أكبر مؤيديه","","FALSE","0","0","1"
"77","بنس ينتقد إعلان ترامب الذي وصفه بأنه 'صفعة على الوجه' بشأن قضية رئيسية للناخبين المسيحيين، حيث ادعى بنس، المدافع عن القيم الاجتماعية المحافظة، أن إعلان ترامب بشأن الإجهاض كان 'تراجعًا عن حق الحياة'.","","FALSE","0","0","0"
"78","""أصبحت ولاية ويسكونسن الولاية الثامنة والعشرين التي تمرر حظرًا على 'زوكربكس' قبل انتخابات 2024، ويسكونسن الآن هي الولاية الثامنة والعشرون التي تحظر فعليًا 'زوكربكس'""","","FALSE","0","0","0"
"79","""الاتحاد الأمريكي للحريات المدنية يهدد بمقاضاة جورجيا بسبب مشروع قانون الانتخابات الذي يصفه المحافظون بأنه إصلاح 'منطقي'، مشروع قانون الانتخابات في جورجيا قد يعزز المرشحين المستقلين مثل RFK Jr ويسهل عمليات تدقيق قوائم الناخبين""","","FALSE","0","0","0"
"80","""أبرز مرشح لمنصب نائب الرئيس لدى ترامب يخطط لحفل زفاف صيفي بعد أسابيع من مؤتمر الحزب الجمهوري، حيث من المقرر أن يقام حفل زفاف سكوت وخطيبته ميندي نوسي بعد فترة وجيزة من المؤتمر الوطني للحزب الجمهوري""","","FALSE","0","0","0"
"81","""مجموعة 'نو ليبلز' تتواصل مع مرشح رئاسي سابق من الحزب الجمهوري بشأن تذكرتهم المحتملة للحزب الثالث، ويقول كريستي في مقابلة بودكاست: 'لن أستبعد أي شيء في هذه المرحلة' فيما يتعلق بإمكانية الترشح للرئاسة عن طريق حزب ثالث""","","FALSE","0","0","1"
"82","""ترامب يكتسح الانتخابات التمهيدية للحزب الجمهوري في 19 مارس، ومواجهة بايدن-ترامب في نوفمبر هي أول إعادة انتخاب رئاسية منذ عام 1956""","","FALSE","0","0","0"
"83","""الإشادات بتأييدات ترامب تُعتبر 'الأقوى في التاريخ السياسي الحديث' بعد الانتصارات في أوهايو، إلينوي، وكاليفورنيا. الرئيس السابق ترامب يساعد في تعزيز فوز بيرني مورينو في الانتخابات التمهيدية للحزب الجمهوري في أوهايو، التي شهدت مواجهة بين الجمهوريين المؤيدين لترامب والمحافظين التقليديين.""","","FALSE","0","0","1"
"84","ترامب يقول إن الأمريكيين اليهود الذين يصوتون لبايدن لا يحبون إسرائيل و""يجب التحدث إليهم""","","FALSE","0","0","1"
"85","إليزابيث وارن تشير إلى أن أفعال إسرائيل في غزة يمكن أن تُعتبر إبادة جماعية من قبل المحاكم الدولية","","FALSE","0","0","0"
"86","""وزارة العدل الأمريكية تقول إن مكتب التحقيقات الفيدرالي يعتقل رجلاً يُزعم أنه بايع داعش وخطط لهجمات على كنائس في أيداهو""","","FALSE","0","0","1"
"87","المستشار الخاص جاك سميث يحث المحكمة العليا على رفض ادعاء ترامب بالحصانة","","FALSE","0","0","1"
"88","""وزير الخارجية البريطاني ديفيد كاميرون يلتقي بترامب قبل زيارته لواشنطن العاصمة، الثلاثاء 9 أبريل 2024""","","FALSE","0","0","0"
"89","القاضي يرفض طلب ترامب بتأجيل المحاكمة والنظر في تغيير مكان القضية المتعلقة بأموال الصمت.","","FALSE","0","0","1"
"90","""بايرون دونالدز، المرشح المحتمل لمنصب نائب الرئيس، هاجم ترامب في السابق وأشاد بالاستعانة بمصادر خارجية وخصخصة الاستحقاقات""","","FALSE","0","0","0"
"91","""مرشح الحزب الجمهوري لإدارة المدارس العامة في كارولاينا الشمالية دعا إلى العنف ضد الديمقراطيين، بما في ذلك إعدام أوباما وبايدن""","","FALSE","0","0","0"
"92","جو بايدن وعد بـ ""استيعاب"" مليوني طالب لجوء ""في لمح البصر"" في عام 2019 - وهو الآن يواجه أزمة هجرة.","","FALSE","0","0","0"
"93","""المرشح الأوفر حظاً لرئاسة اللجنة الوطنية الجمهورية كرر أكاذيب ترامب بشأن انتخابات 2020""","","FALSE","0","0","1"
"94","""مرشح مجلس الشيوخ الجمهوري في أوهايو الذي أيده ترامب حذف تغريدات تنتقد الرئيس السابق""","","FALSE","0","0","1"
"95","""ترامب يدافع عن مؤثر سابق مدان بالتدخل في الانتخابات وله ماضٍ عنصري ومعادٍ للسامية""","","FALSE","0","0","1"
"96","إعلان حملة بايدن يلوم ترامب على اقتراب وفاة امرأة حُرمت من الإجهاض، الإعلان يجسد استراتيجية حملة الرئيس للاستفادة من الغضب بشأن قرار المحكمة العليا في عام 2022 بإلغاء قضية رو ضد ويد.","","FALSE","0","0","0"
"97","بايدن وديمقراطيون آخرون يربطون ترامب بالقيود على حقوق الإجهاض، الرئيس السابق قال إنه يدعم ترك قرارات الإجهاض للولايات، لكن الخصوم السياسيين يقولون إنه يتحمل المسؤولية عن أي قيود تم فرضها.","","FALSE","0","0","1"
"98","حلفاء ترامب لديهم خطة لإضعاف فرص بايدن: تعزيز المرشحين الخارجيين. يقول المؤيدون إن زيادة عدد المرشحين في السباق تصب في مصلحة دونالد ج. ترامب. وفي انتخابات رئاسية متقاربة، يمكن لنسبة صغيرة من الناخبين تغيير النتيجة.","","FALSE","0","0","1"
"99","""بايدن يروج للإنفاق المقترح على 'اقتصاد الرعاية'، الرئيس بايدن يعلن عن خطة جديدة لتخفيف قروض الطلاب الفيدرالية خلال زيارة إلى ماديسون، ويسكونسن، يوم الاثنين. (كيفن لامارك/رويترز)""","","FALSE","0","0","0"
"100","""بايدن وترامب يشتركان في الإيمان بالتعريفات الجمركية على الواردات، رغم مخاطر التضخم، تركز خطط التجارة لكلا المرشحين على التعريفات الجمركية على السلع الصينية المستوردة حتى مع تحذير الاقتصاديين من أنها قد تؤدي إلى ارتفاع الأسعار.""","","FALSE","0","0","0"
"101","""بايدن، كرئيس وبطريرك، يواجه محاكمة ابنه، تبدأ محاكمة هانتر بايدن يوم الاثنين بتهم الكذب في استمارة رسمية عندما اشترى سلاحًا في عام 2018.""","","FALSE","0","0","1"
"102","إليك ما يجب معرفته عن محاكمة هانتر بايدن التي تبدأ يوم الاثنين، حيث يُتهم هانتر، نجل الرئيس بايدن، في محكمة فدرالية في ديلاوير بتقديم بيانات كاذبة أثناء شراء سلاح وحيازة هذا السلاح بشكل غير قانوني.","","FALSE","0","0","0"
"103","""ترامب يدعي زوراً أنه لم يطالب أبداً بسجن هيلاري كلينتون، و""اسجنوها"" ربما يكون أحد أكثر الهتافات شعبية بين مؤيدي ترامب، وقد وافق عليه أو دعا صراحة لسجنها في عدة مناسبات.""","","FALSE","0","0","1"
"104","٤ نقاط رئيسية من تداعيات حكم إدانة ترامب: البلاد دخلت مرحلة مضطربة. الأمور تزداد سوءًا بالفعل، ولا يبدو أن ذلك سيتوقف.","","FALSE","0","0","0"
"105","""ترامب وحلفاؤه يكثفون الإيحاءات بمحاكمة مزورة - بأدلة ضعيفة، وليس فقط الادعاء الكاذب بأن هيئة المحلفين لا تحتاج إلى الإجماع بشأن جرائمه.""","","FALSE","0","0","0"
"106","في عام 2016، سخر ترامب من تقديم الامتيازات للمتبرعين. اليوم، يريد عقد ""صفقة"". الرئيس السابق سخر من ""الامتيازات"" التي كان السياسيون يقدمونها مقابل الأموال الانتخابية في ذلك الوقت، لكنه اليوم يساوم بامتيازاته الخاصة.","","FALSE","0","0","0"
"107","""لماذا كانت إشارة محامي ترامب إلى السجن 'فاضحة' للغاية، حيث قام محامي ترامب تود بلانش في مرافعته الختامية بإشارة واضحة إلى هيئة المحلفين بإرسال ترامب إلى السجن. ليس فقط أن مثل هذه الأمور غير مسموح بها، بل تم إبلاغ بلانش بشكل صريح بعدم قول ذلك.""","","FALSE","0","0","0"
"108","""الاحتجاجات الجامعية المؤيدة للفلسطينيين لم تكسب القلوب والعقول، وكثير من الأمريكيين يرون فيها معاداة للسامية.""","","FALSE","0","0","0"
"109","""نائبة رئيس اللجنة الوطنية الجمهورية لارا ترامب تهاجم هوغان لدعوته لاحترام العملية القانونية، وفي ظهور على قناة CNN، لم تلتزم لارا ترامب بتقديم اللجنة الوطنية الجمهورية أموالاً لحملة هوغان لمجلس الشيوخ بعد تعليقه على الحكم.""","","FALSE","0","0","0"
"110","بعد إدانة ترامب، العديد من الجمهوريين يصطفون في انتقاد المحاكمة، بدلاً من التعبير عن الثقة في النظام القضائي، يردد العديد من الجمهوريين انتقادات ترامب وادعاءاته بالاضطهاد السياسي بسبب محاكمته المتعلقة بأموال الصمت.","","FALSE","0","0","1"
"111","""علاقات محرر موقع الأخبار بإيران وروسيا تُظهر تعقيد المعلومات المضللة، وتظهر السجلات المخترقة أن وسائل الإعلام في إيران وروسيا قامت بدفع أموال لنفس العدد القليل من المقيمين في الولايات المتحدة.""","","FALSE","0","0","0"
"112","الديمقراطيون يوازنون بين الروابط المحلية والشهرة المناهضة لترامب في الانتخابات التمهيدية لمقعد سبانبيرجر، يواجه يوجين فيندمان، المعروف بدوره في أول محاكمة لعزل ترامب، عدة مسؤولين محليين ذوي نفوذ في الانتخابات التمهيدية للحزب الديمقراطي في الدائرة السابعة بفيرجينيا.","","FALSE","0","0","1"
"113","""بالنسبة لهانتر بايدن، يوم درامي مع أرملة شقيقه أدى إلى توجيه اتهامات، قبل ست سنوات، قامت هالي بايدن برمي سلاح ناري يقول المدعون إن هانتر بايدن اشتراه بشكل غير قانوني. تبدأ محاكمته يوم الاثنين.""","","FALSE","0","0","0"
"114","حكم ترامب يبرئ المدعي العام في نيويورك الذي سلك طريقًا محفوفًا بالمخاطر بصمت، حيث صنع المدعي العام لمنطقة مانهاتن ألفين براج التاريخ بقضية قانونية اختار المدعون الفيدراليون عدم رفعها ضد الرئيس السابق دونالد ترامب.","","FALSE","0","0","0"
"115","الديمقراطيون يفكرون في ربط مرشحي الحزب الجمهوري بحكم المال السري لترامب. في عام 2018، عندما حققوا الأغلبية، تجنب الديمقراطيون في مجلس النواب فضائح ترامب الشخصية في حملاتهم. الآن، يواجهون نفس المعضلة.","","FALSE","0","0","0"
"116","""بالنسبة لمايكل كوهين وستورمي دانيلز، لحظة 'تبرئة' أخيرًا، حيث شكّل المحامي السابق والممثلة السابقة في الأفلام للبالغين المحور غير المتوقع لأول قضية جنائية على الإطلاق ضد رئيس أمريكي.""","","FALSE","0","0","0"
"117","""المستثمرون، القلقون من عدم قدرتهم على التفوق على المشرعين في سوق الأسهم، يقلدونهم بدلاً من ذلك. تحالف غير رسمي من المستثمرين والمحللين والمدافعين يحاول تمكين الأمريكيين من تقليد الصفقات التي يقوم بها المسؤولون المنتخبون — ولكن فقط بعد أن يكشفوا عنها.""","","FALSE","0","0","0"
"118","""بعد إدانة ترامب، تتجه قضيته نحو الحكم والاستئناف، وتبقى إجراءات حاسمة في المستقبل. من غير الواضح كيف قد يؤثر حكمه على الحملة الانتخابية، ومن المتوقع أن تستمر عملية الاستئناف إلى ما بعد يوم الانتخابات.""","","FALSE","0","0","0"
"119","ترامب وحلفاؤه يعتقدون أن الإدانات الجنائية ستعمل لصالحه، الرئيس السابق يخطط لاستخدام قضية الأموال السرية في نيويورك لزيادة الدعم وتصوير نفسه كضحية لتهم ذات دوافع سياسية.","","FALSE","0","0","1"
"120","""المراقب العام للضمان الاجتماعي الذي يواجه صعوبات يعتزم الاستقالة بعد فترة مضطربة، حيث أبلغت المفتشة العامة للضمان الاجتماعي، جيل إنيس، الموظفين بأنها ستستقيل، منهية فترة مضطربة استمرت خمس سنوات كرئيسة للمراقبين في الوكالة.""","","FALSE","0","0","0"
"121","""حتى مع إدانة ترامب، هجماته تؤثر على النظام القضائي. أول محاكمة جنائية لرئيس سابق كانت استعراضًا لشهادات فاضحة عن دونالد ترامب. استخدمها لشن هجوم على نظام العدالة.""","","FALSE","0","0","1"
"122","""الناخبون الذين حاولوا عكس هزيمة ترامب في عام 2020 مستعدون للخدمة مرة أخرى""","","FALSE","0","0","0"
"123","""المتحدون الجمهوريون يحققون مكاسب لكنهم يخسرون محاولة الإطاحة باليمين المتطرف في شمال أيداهو""","","FALSE","0","0","0"
"124","إليك من وُجّهت إليهم تهم في قضية التدخل في انتخابات أريزونا 2020","","FALSE","0","0","1"
"125","""رودي جولياني وحلفاء آخرون لترامب يعلنون براءتهم في أريزونا""","","FALSE","0","0","1"
"126","المحامي المؤيد لترامب جون إيستمان يدفع ببراءته من التهم في أريزونا","","FALSE","0","0","1"
"127","""رودي جولياني لم يتم تسليمه لائحة الاتهام في أريزونا بعد""","","FALSE","0","0","0"
"128","""المحكمة العليا في ويسكونسن تشير إلى أنها ستعيد صناديق الاقتراع""","","FALSE","0","0","0"
"129","في السباقات الرئيسية، يحاول الجمهوريون البقاء صامتين بشأن ادعاءات ترامب الكاذبة حول انتخابات 2020.","","FALSE","0","0","1"
"130","تحقيق انتخابات جورجيا 2020، محاكمة ترامب غير المسبوقة لا تثير اهتمام بعض الناخبين المتأرجحين.","","FALSE","0","0","1"
"131","تحقيق انتخابات جورجيا 2020: كيف حاول رودي جولياني وفشل في تجنب لائحته الاتهامية الأخيرة.","","FALSE","0","0","1"
"132","""تحقيق انتخابات جورجيا 2020، فاني ويليس تقوم بحملة للاحتفاظ بوظيفتها — ومواصلة مقاضاة ترامب""","","FALSE","0","0","1"
"133","تحقيق في انتخابات جورجيا 2020: المحامي المؤيد لترامب جون إيستمان يدفع ببراءته من التهم في أريزونا.","","FALSE","0","0","1"
